"Vote.Id" "Order" "X" "Date" "Title" "Procedure" "Leg.NonLeg" "Type.of.Vote" "Rule" "Rapporteur" "Link" "Committee" "Policy.Area" "Part.no" "Subject" "Am.no" "Author" "RCV" "Result" "Yaes" "Nays" "Abstentions" "Excluded"
"511" 511 16 16 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Article 22, § 1a, point a)-c)" "21cp" "Committee" "RCV" "+" "335" 281 39 0
"512" 512 16 17 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Proposal for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "Article 22, § 1a, point d)-f)" "27cp" "PPE-DE" "RCV" "-" "221" 408 22 0
"513" 513 16 18 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Amended for a directive of the European Parliament and of the Council" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "vote: amended proposal" "" "" "RCV" "+" "345" 264 43 0
"514" 514 16 19 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Draft legislative resolution" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "After § 1" "52" "" "RCV" "-" "93" 520 21 0
"515" 515 16 20 "11/5/2005" "Organisation of working time" "COD ***I" "Leg" "Legislative resolution" "s" "Alejandro CERCAS" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050511&secondRef=TOC&language=EN" "EMPL" "Employment & social affairs" "" "vote: legislative resolution" "" "" "RCV" "+" "355" 272 31 0
"516" 516 17 1 "12/5/2005" "Climate change" "RSP" "Non" "Motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "ENVI" "Environment & public health" "1" "§ 11" "§" "" "RCV" "+" "529" 11 14 0
"517" 517 17 2 "12/5/2005" "Climate change" "RSP" "Non" "Motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "ENVI" "Environment & public health" "2" "§ 11" "§" "" "RCV" "-" "244" 282 14 0
"518" 518 17 1 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "2" "§ 1" "§" "" "RCV" "+" "433" 48 35 0
"519" 519 17 2 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "2" "§ 5" "§" "" "RCV" "+" "437" 73 11 0
"520" 520 17 3 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "2" "§ 6" "6" "" "RCV" "+" "466" 40 18 0
"521" 521 17 4 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "1" "§ 7" "§" "" "RCV" "+" "429" 61 15 0
"522" 522 17 5 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "2" "§ 7" "§" "" "RCV" "+" "349" 147 14 0
"523" 523 17 6 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "" "§ 8" "§" "" "RCV" "+" "438" 75 14 0
"524" 524 17 7 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "2" "Recital A" "§" "" "RCV" "+" "463" 29 27 0
"525" 525 17 8 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "2" "Recital D" "§" "" "RCV" "+" "460" 47 14 0
"526" 526 17 9 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "2" "Recital G" "§" "" "RCV" "+" "452" 44 15 0
"527" 527 17 10 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "2" "Recital J" "§" "" "RCV" "+" "438" 70 14 0
"528" 528 17 11 "12/5/2005" "The future of Europe sixty years after the Second World War" "RSP" "Non" "Motion for a resolution by 6 political groups" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Constitutional and inter-institutional affairs" "" "vote: resolution (as a whole)" "" "" "RCV" "+" "463" 49 33 0
"529" 529 17 1 "12/5/2005" "Parliament's estimates for 2006" "BUD" "Bud" "Motion for a resolution" "s" "Valdis Dombrovskis" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "BUDG" "Budget" "2" "§ 19" "§" "" "RCV" "+" "487" 18 46 0
"530" 530 17 2 "12/5/2005" "Parliament's estimates for 2006" "BUD" "Bud" "Motion for a resolution" "s" "Valdis Dombrovskis" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "BUDG" "Budget" "" "§ 28" "1" "Verts/ALE" "RCV" "+" "279" 226 7 0
"531" 531 17 1 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "§ 1" "10" "GUE/NGL" "RCV" "-" "83" 454 13 0
"532" 532 17 2 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "§ 2" "11" "GUE/NGL" "RCV" "-" "82" 452 15 0
"533" 533 17 3 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "§ 14" "13" "GUE/NGL" "RCV" "-" "98" 449 7 0
"534" 534 17 4 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "§ 15" "14" "GUE/NGL" "RCV" "-" "87" 455 7 0
"535" 535 17 5 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "After § 17" "5" "Verts/ALE" "RCV" "-" "64" 461 21 0
"536" 536 17 6 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "After § 18" "3" "Verts/ALE" "RCV" "-" "87" 455 10 0
"537" 537 17 7 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "§ 22" "16" "GUE/NGL" "RCV" "-" "74" 469 6 0
"538" 538 17 8 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "§ 22" "9" "KADER ARIF
ao" "RCV" "-" "237" 283 16 0
"539" 539 17 9 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "§ 22" "2" "PPE-DE" "RCV" "-" "241" 298 15 0
"540" 540 17 10 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "§ 24" "17" "GUE/NGL" "RCV" "-" "85" 459 6 0
"541" 541 17 11 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "§ 30" "18" "GUE/NGL" "RCV" "-" "70" 450 28 0
"542" 542 17 12 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "After § 31" "4" "Verts/ALE" "RCV" "-" "84" 460 5 0
"543" 543 17 13 "12/5/2005" "Doha Development Agenda" "INI" "Non" "Motion for a resolution (as a whole)" "s" "Javier Moreno Sánchez" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "INTA" "International trade" "" "vote: resolution (as a whole)" "" "" "RCV" "+" "437" 94 12 0
"544" 544 17 1 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "§ 4" "10" "IND/DEM" "RCV" "-" "83" 441 12 0
"545" 545 17 2 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "§ 5" "11D" "IND/DEM" "RCV" "-" "52" 451 32 0
"546" 546 17 3 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "§ 6" "12" "IND/DEM" "RCV" "-" "43" 473 15 0
"547" 547 17 4 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "§ 9" "1D=13D=" "Verts/ALE
IND/DEM" "RCV" "-" "113" 388 27 0
"548" 548 17 5 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "§ 20" "15D" "IND/DEM" "RCV" "-" "111" 354 40 0
"549" 549 17 6 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "§ 31" "19" "IND/DEM" "RCV" "-" "84" 430 13 0
"550" 550 17 7 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "§ 36" "§" "IND/DEM" "RCV" "+" "477" 39 14 0
"551" 551 17 8 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "§ 37" "22D=34D=" "IND/DEM, PPE-DE" "RCV" "+" "503" 19 3 0
"552" 552 17 9 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "Recital B" "4" "IND/DEM" "RCV" "-" "95" 384 37 0
"553" 553 17 10 "12/5/2005" "EU information and communication strategy" "INI" "Non" "Motion for a resolution (as a whole)" "s" "Luis Herrero-Tejedor" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "CULT" "Culture & education" "" "vote: resolution (as a whole)" "" "" "RCV" "+" "398" 54 55 0
"554" 554 17 1 "12/5/2005" "Togo" "RSP" "Non" "Joint motion for a resolution (as a whole)" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Foreign & security policy" "" "vote: resolution (as a whole)" "" "" "RCV" "+" "56" 3 4 0
"555" 555 17 1 "12/5/2005" "Human rights in Burma/Myanmar" "RSP" "Non" "Joint motion for a resolution (as a whole)" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Foreign & security policy" "" "vote: resolution (as a whole)" "" "" "RCV" "+" "65" 0 3 0
"556" 556 17 1 "12/5/2005" "Drought in Spain" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Agriculture" "" "after § 11" "2" "Verts/ALE" "RCV" "-" "17" 48 3 0
"557" 557 17 2 "12/5/2005" "Drought in Spain" "RSP" "Non" "Joint motion for a resolution" "s" "0" "http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050512&secondRef=TOC" "0" "Agriculture" "" "after § 18" "3" "ALDE" "RCV" "-" "12" 55 1 0
"558" 558 18 1 "26/05/2005" "Financing CFP studies and pilot projects" "CNS *" "Leg" "Proposal for a Council regulation, single vote" "s" "Philippe MORILLON" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050526&secondRef=TOC&language=EN" "PECHE" "Fisheries" "" "single vote" "" "" "RCV" "+" "574" 15 10 0
"559" 559 18 1 "26/05/2005" "Nutrition and health claims in labelling" "COD ***II" "Leg" "Proposal for a regulation of the European Parliament and of the Council" "s" "Adriana POLI BORTONE" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050526&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Amendments by the committee responsible – separate votes" "39" "Committee" "RCV" "+" "385" 214 8 0
"560" 560 18 2 "26/05/2005" "Nutrition and health claims in labelling" "COD ***II" "Leg" "Proposal for a regulation of the European Parliament and of the Council" "s" "Adriana POLI BORTONE" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050526&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Amendments by the committee responsible – separate votes" "46" "Committee" "RCV" "+" "376" 220 6 0
"561" 561 18 3 "26/05/2005" "Nutrition and health claims in labelling" "COD ***II" "Leg" "Proposal for a regulation of the European Parliament and of the Council" "s" "Adriana POLI BORTONE" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050526&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Amendments by the committee responsible – separate votes" "47" "Committee" "RCV" "+" "376" 218 12 0
"562" 562 18 4 "26/05/2005" "Nutrition and health claims in labelling" "COD ***II" "Leg" "Proposal for a regulation of the European Parliament and of the Council" "s" "Adriana POLI BORTONE" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050526&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Amendments by the committee responsible – separate votes" "48" "Committee" "RCV" "+" "372" 222 12 0
"563" 563 18 5 "26/05/2005" "Nutrition and health claims in labelling" "COD ***II" "Leg" "Proposal for a regulation of the European Parliament and of the Council" "s" "Adriana POLI BORTONE" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050526&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Amendments by the committee responsible – separate votes" "55" "Committee" "RCV" "+" "489" 110 8 0
"564" 564 18 6 "26/05/2005" "Nutrition and health claims in labelling" "COD ***II" "Leg" "Proposal for a regulation of the European Parliament and of the Council" "s" "Adriana POLI BORTONE" "http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050526&secondRef=TOC&language=EN" "ENVI" "Environment & public health" "" "Amendments by the committee responsible – separate votes" "56" "Committee" "RCV" "+" "371" 228 8 0
